文章ID|標題|content|發文時間|更新時間|回覆數|按讚數|版中文名|作者學校|作者性別|是否使用圖片|是否使用影片|照片連結|媒體連結|連結（版型為連結才有）
238584105|咒。陳家村屍體在哪？|"詛咒放出之後，大家身上都寫符咒，最後他們死了屍體去哪了？
因為有拉封鎖線"|2022-04-11T08:58:16.653Z|2022-04-11T08:58:16.653Z|5|96|電影|國立臺東大學|F|False|False|[]|[]|
238583794|#心得 咒 (Incantation)｜壓抑而沉重的代入感|"◎ 片名：咒 (Incantation)
◎ 類型：恐怖/驚悚/懸疑
◎ 年份：2022
◎ 片長：1小50分
◎ 分級：輔導級15+
◎ 國別：台灣
◎ 發行：牽猴子股份有限公司
◎ 簡介：不信邪的若男和男友等人組成影像團隊，四處到鬧鬼場景拍片破除謠言，六年前，他們大膽闖入邪教儀式中的禁地，觸怒了沈睡的邪靈，詛咒在世間蔓延。男友當場猝死，其他成員接二連三的發瘋、離奇死於非命，唯一生還的是因腳傷而未進入的若男。
六年後，她女兒竟畫出當年儀式的符號，不僅時常對著無人角落說話，更出現奇怪的皮膚病，牙齒變得畸形、發黑掉落，都是當年的邪靈作祟！若男為了拯救女兒不惜一切代價，決定冒著生命危險重回禁地，找出詛咒的秘密。

https://i.imgur.com/DR8mx0j.png

◎ Ryan簡言之：《咒 (Incantation)》有著高水準的劇情張力、能挑起觀眾共鳴的角色刻劃，同時創造了以往恐怖片少有的呈現手法，「壓抑而沉重的代入感」或許是最能形容整個觀影過程的感受。(看完真的會想到還願裡的慈孤觀音，但沒有要她們對戰啦~感覺會很搞笑XD )

◎ 影評：
近年台灣的恐怖類型電影產量真的不少，能感受到無論在題材或者呈現手法有越來越多的新意，也產出蠻多有足夠潛力打到國際市場的好作品，像是以民俗信仰為基底的《屍憶(The Bride)》或是挑戰暴力與情色界線的《哭悲( The Sadness)》，雖說目前踩到地雷數還是相對多就是了，但先求有再求好，至少恐怖片是台灣片商願意做、觀眾也會想看的一類題材，當然品質還是要顧啦！如近年粽開頭、杏開頭的電影就是名符其實爛到恐怖的好例子，都是單論題材很棒但整體來說相當可惜的作品。

無論國內或者國外的恐怖片，在宣傳上無不是主打哪部厲害的恐怖片導演監製、羅列出電影團隊曾經參與過哪幾部高評價電影製作，近期更常走新聞標題式的文字，以「影史上最...」來照樣造句，夠聳動固然是能吸引人，但有時也可能造成反效果，畢竟所謂恐怖的定義是因人而異的，就是純粹個人主觀的感受，再者個人認為恐怖類型電影不完全只能有可怕與噁心，也能傳達出故事、理念或者價值觀，所以當時對於《咒 (Incantation)》無論宣傳或各界評價都打著夠恐怖的情況還是有些提防，當然看完後確實認同，也真的稱得上近期最有亮點的台灣恐怖電影。

相信大家看完本片也都會去關注那起高雄的社會案件，那確實是一樁挺離奇的事件，不過《咒 (Incantation)》並不算真實事件改編，比較偏向導演藉由這個社會案件觸發出電影題材的靈感，將裡面有的宗教、家庭等元素延伸、放進其作品中。

本片《咒 (Incantation)》確實採用了挺創新的呈現手法，偽紀錄片的拍攝方式其實在國外並不少見，但本片不只是單純以手持設備的視角來操作整部電影，其中還結合了如行車紀錄器、監視錄影機等不同鏡頭切換，甚至很多橋段是有加上配樂的，能發現導演想追求的不僅是真實感，而是將觀眾從畫面、音效一步步拉進劇情當中的沉浸感，尤其電影開頭跟結尾都有類似打破第四面牆的手法，運用視覺暫留、錯視等設計巧思，試圖讓觀眾參與互動，將電影與現實世界建立起「連結」，「壓抑而沉重的代入感」或許是最能形容整個觀影過程的感受。

就劇情來說，電影的編排架構並不算複雜，就是依著主角-李若男六年前、六年後的情節穿插推進著故事的發展，主要的角色群算是多的，但時間軸及敘事上都拿捏得恰到好處，因此人物形象清晰分明，讓人很快理解這位角色的心境狀態，甚至能同理「為何這麼做」「為何最後走下了這個決定」。

再來談《咒》當中的恐怖元素，電影主要是以氛圍鋪陳、醞釀為主體，然而個人覺得讓整部恐怖指數達到更上乘的原因是在導演對於邪教的深度考究與塑造，無論是咒語符號、實景的設計再到配合劇情讓觀眾接收各類詛咒有關的情報資訊，更讓人不自覺將片中的恐怖驚悚對應到我們身處的生活中。

然而一部恐怖片還是要玩點 Jump scare 套路，電影裡還是有幾幕運用這種畫面、音效來嚇嚇人的手法，個人覺得 Jump scare 只要適量使用其實挺有趣，甚至能激起觀影者的情緒、注意力，片中若男和啟明躲過警方帶上朵朵開車前往深山找阿清師求助那一段就表現得相當傑出，從一開始鬼打牆繞路充斥著不安、詭譎，由車窗外的場景對應角色情緒逐漸失控的神情，緊接著傳出收音機的跳針廣播同時來一個巨大的爆炸聲響，那幕個人真的是彈起來(但當然沒有尖叫啦~)，然而一陣 Jump scare 之後也沒給觀眾喘息的空間，就接著以拍車頂的連續聲響還有車上已然失控的兩人，呈現幾近絕望崩潰的情境，回想起來還是讓人挺過癮的。

若是說能更好的部分，個人認為僅有某些橋段的畫面的切換或移動似乎過快了點，如此可能讓眼睛追不上動作而忽略了細節，或是連續太多資訊量導致不易全盤接收，雖不影響劇情理解，但如果能調整一些細節應該能讓觀影體驗更加分。

「意識決定我們如何看待一切」是貫穿著整部電影的核心，如同詛咒與祝福，傳達的是諸多一體兩面，確實人是複雜的，立場、切入點只要稍有不同，就可能有截然不同的作為與結果，整體而言，《咒》有著高水準的劇情張力、能挑起觀眾共鳴的角色刻劃，同時創造了以往恐怖片少有的呈現手法，很讓人期待導演下一部「單字」恐怖電影會再端出哪些有趣又好玩的元素。

◎ 綠豆糕指數：8塊(滿分10塊)


Ryan的電影綠豆糕
https://www.facebook.com/ryanmovie01/

一位很需要電影、小說、遊戲作為生活養分的人，在這裡純粹想把看過的電影都紀錄下來，以自己能無壓力的寫、大家也能輕鬆讀的半張稿紙篇幅，聊聊對於電影、影集作品的一些想法、感受。"|2022-04-11T08:21:32.019Z|2022-04-11T08:42:55.369Z|8|69|電影|Ryan的電影綠豆糕|M|True|False|[{'id': 'd38e558b-ae8a-491b-9f4c-4967bab35c16', 'url': 'https://i.imgur.com/DR8mx0jl.jpg', 'normalizedUrl': 'https://i.imgur.com/DR8mx0jl.jpg', 'thumbnail': 'https://i.imgur.com/DR8mx0jl.jpg', 'type': 'image/thumbnail', 'tags': [], 'createdAt': '2022-04-11T08:22:05.604Z', 'updatedAt': '2022-04-11T08:42:55.369Z', 'width': 1125, 'height': 1432}, {'id': 'd38e558b-ae8a-491b-9f4c-4967bab35c16', 'url': 'https://i.imgur.com/DR8mx0j.png', 'normalizedUrl': 'https://imgur.com/DR8mx0j', 'thumbnail': 'https://i.imgur.com/DR8mx0jl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-11T08:22:05.604Z', 'updatedAt': '2022-04-11T08:42:55.369Z', 'width': 1125, 'height': 1432}]|[{'url': 'https://i.imgur.com/DR8mx0j.png'}]|
238583326|#已找到 找電影 太冷門 找不到|"https://i.imgur.com/G8i7ohQ.jpg

大概2012左右看到的電影
不知道是哪個年份的電影
是外國電影
不記得語言
我只記得一些內容
女兒的爸媽都是類似搖滾歌手的
然後他跟他爸爸搬去一個家
很像廢墟 裡面都髒髒的
我記得女兒都帶著芭比娃娃
然後芭比娃娃都很醜
她也會自言自語
跟娃娃講話
應該精神有問題
隔壁有一家戶 他們也是怪人
隔壁小孩應該是自閉症 他媽也很怪（應該是媽媽
然後應該是他爸吸毒過量死掉
女兒就一直陪著他
到發現他爸變臭還排氣
最後她去找隔壁的女主人幫忙
說救救他爸
結果她把他做成稻草人類型的東西
就說復活他了
我覺得整個劇情就是很獵奇
差不多這樣
不知道有沒有人看過
我不記得片名
我記得是什麼愛麗絲夢遊仙境類似片名
結果都找不到"|2022-04-11T07:30:27.612Z|2022-04-12T19:11:26.873Z|4|4|電影|住海邊|F|True|False|[{'id': '668c3653-9465-481f-aa7e-81e70c6a6097', 'url': 'https://i.imgur.com/G8i7ohQl.jpg', 'normalizedUrl': 'https://i.imgur.com/G8i7ohQl.jpg', 'thumbnail': 'https://i.imgur.com/G8i7ohQl.jpg', 'type': 'image/thumbnail', 'tags': ['ANNOTATED'], 'createdAt': '2022-04-11T07:30:27.612Z', 'updatedAt': '2022-04-12T19:11:26.873Z', 'width': 2000, 'height': 1500}, {'id': '668c3653-9465-481f-aa7e-81e70c6a6097', 'url': 'https://i.imgur.com/G8i7ohQ.jpg', 'normalizedUrl': 'https://imgur.com/G8i7ohQ', 'thumbnail': 'https://i.imgur.com/G8i7ohQl.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-04-11T07:30:27.612Z', 'updatedAt': '2022-04-12T19:11:26.873Z', 'width': 2000, 'height': 1500}]|[{'url': 'https://i.imgur.com/G8i7ohQ.jpg'}]|
238580249|#徵 我吃了那男孩ㄧ整年的早餐 海報|"想找底下這張電影海報

來佈置自己房間

希望海報收藏良好 

盡量不要有折損

有看過蝦拍  收的價格$200～$300🙏🙏🙏
https://i.imgur.com/lhg1AWt.jpg"|2022-04-10T21:26:26.340Z|2022-04-10T21:28:58.340Z|2|7|電影|匿名|M|True|False|[{'id': 'b5502d81-e845-4f90-91f5-da0d54a370b9', 'url': 'https://i.imgur.com/lhg1AWtl.jpg', 'normalizedUrl': 'https://i.imgur.com/lhg1AWtl.jpg', 'thumbnail': 'https://i.imgur.com/lhg1AWtl.jpg', 'type': 'image/thumbnail', 'tags': ['ANNOTATED_FAILED'], 'createdAt': '2022-04-10T21:26:26.340Z', 'updatedAt': '2022-04-10T21:28:58.340Z', 'width': 1414, 'height': 2000, 'croppingWindow': {'anchorX': 0, 'anchorY': 282, 'width': 1414, 'height': 848}}, {'id': 'b5502d81-e845-4f90-91f5-da0d54a370b9', 'url': 'https://i.imgur.com/lhg1AWt.jpg', 'normalizedUrl': 'https://imgur.com/lhg1AWt', 'thumbnail': 'https://i.imgur.com/lhg1AWtl.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED_FAILED'], 'createdAt': '2022-04-10T21:26:26.340Z', 'updatedAt': '2022-04-10T21:28:58.340Z', 'width': 1414, 'height': 2000, 'croppingWindow': {'anchorX': 0, 'anchorY': 282, 'width': 1414, 'height': 848}}]|[{'url': 'https://i.imgur.com/lhg1AWt.jpg'}]|
238578578|#徵票 金馬奇幻影展柯南推理夜|"真的好想去金馬奇幻影展通霄看柯南
誠徵 希望有好心人願意賣給我🥺🥺"|2022-04-10T16:02:31.862Z|2022-04-10T16:02:31.862Z|1|1|電影|86以上88未滿|F|False|False|[]|[]|
238577577|推薦電影！|"有人能推薦好看的電影嗎？
想要那種類似 到沒有人去過的島嶼之類的探險，可能有可怕生物或蟲子之類的（？
異形系列的電影都看過了～～拜託各位大大！
https://i.imgur.com/WWviMnD.jpg"|2022-04-10T14:25:31.965Z|2022-04-10T14:25:31.965Z|18|5|電影|美和科技大學|F|True|False|[{'id': '944eebc4-2525-476b-9dc5-15eeeaa3e5dd', 'url': 'https://i.imgur.com/WWviMnDl.jpg', 'normalizedUrl': 'https://i.imgur.com/WWviMnDl.jpg', 'thumbnail': 'https://i.imgur.com/WWviMnDl.jpg', 'type': 'image/thumbnail', 'tags': [], 'createdAt': '2022-04-10T14:25:31.965Z', 'updatedAt': '2022-04-10T14:25:31.965Z', 'width': 640, 'height': 640}, {'id': '944eebc4-2525-476b-9dc5-15eeeaa3e5dd', 'url': 'https://i.imgur.com/WWviMnD.jpg', 'normalizedUrl': 'https://imgur.com/WWviMnD', 'thumbnail': 'https://i.imgur.com/WWviMnDl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-10T14:25:31.965Z', 'updatedAt': '2022-04-10T14:25:31.965Z', 'width': 640, 'height': 640}]|[{'url': 'https://i.imgur.com/WWviMnD.jpg'}]|
238577474|請求各位大大幫我解答|"我想尋找一部在我小時候嚇爆我的電影到現在還是印象深刻但忘記電影名稱
它的內容是 
有一個女生被輪姦 
然後還有逼一個青少年強姦那個女生 
然後女生就復仇 
復仇的內容我只記得幾個 有泡鹽酸 剪下體 開槍射殺 
還有其他的不過我忘了 
然後畫面有很多森林什麼的還有水溝

懇請知道的人幫我解答了 🙇🏻‍♀️🙇🏻‍♀️"|2022-04-10T14:13:31.109Z|2022-04-10T14:13:31.109Z|1|2|電影|Jk|F|False|False|[]|[]|
238577196|民國版光源氏物語|"https://i.imgur.com/wBoRvw6.jpg
想知道這個是什麼電影截的圖片？"|2022-04-10T13:46:03.529Z|2022-04-10T13:46:03.529Z|1|4|電影|國立臺灣科技大學|M|True|False|[{'id': 'b377cd61-35bd-4bb5-9933-a7619a64d607', 'url': 'https://i.imgur.com/wBoRvw6l.jpg', 'normalizedUrl': 'https://i.imgur.com/wBoRvw6l.jpg', 'thumbnail': 'https://i.imgur.com/wBoRvw6l.jpg', 'type': 'image/thumbnail', 'tags': [], 'createdAt': '2022-04-10T13:46:03.529Z', 'updatedAt': '2022-04-10T13:46:03.529Z', 'width': 530, 'height': 375}, {'id': 'b377cd61-35bd-4bb5-9933-a7619a64d607', 'url': 'https://i.imgur.com/wBoRvw6.jpg', 'normalizedUrl': 'https://imgur.com/wBoRvw6', 'thumbnail': 'https://i.imgur.com/wBoRvw6l.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-04-10T13:46:03.529Z', 'updatedAt': '2022-04-10T13:46:03.529Z', 'width': 530, 'height': 375}]|[{'url': 'https://i.imgur.com/wBoRvw6.jpg'}]|
238574943|週日分享一部好電影|"亞果出任務(ARGO)
電影由真實事件改編 
而且是班艾佛列克自導自演！ 

故事背景大鋼：
改編自真實事件，記錄一場攸關生死的臥底行動，揭開在伊朗人質危機下為了解救6名美國人的幕後祕辛，這些真相已隱瞞世人幾十年之久。 
 
劇情本身沒有很多說教的部分，劇情大多聚焦在救出人質的事件上。對政治冷感或看到太多人名就頭痛的觀眾請別擔心😉 電影驚險、刺激加上黑色幽默的對白，很適合當作週日收心的一部電影！

順便分享一下👇🏻Ig專頁
🔺每天都會分享一部電影
🔺各類型風格都推薦
🔺想推薦電影或者是討論電影都可以私訊我唷！
https://www.instagram.com/p/CcKAbZlrZOW/?igshid=YmMyMTA2M2Y="|2022-04-10T09:06:50.196Z|2022-04-10T09:06:50.196Z|1|0|電影|每日分享電影|M|False|False|[]|[]|https://www.instagram.com/p/CcKAbZlrZOW/?igshid=YmMyMTA2M2Y=
238572377|哭悲！|"總算等到釋出了
原先導演好像是希望就當藝術片，不給其他管道
但這一兩天好像就有資源可以看ㄌ！"|2022-04-10T02:35:44.260Z|2022-04-10T02:35:44.260Z|3|6|電影|國立臺中教育大學|F|False|False|[]|[]|
238570576|我該去看咒嗎…|"本人自認為是個極度膽小的人
大概是半夜看咒的預告都能嚇到半死的那種
但矛盾的是 自己卻又特別喜歡看鬼片可怕的氛圍
（不知道有沒有人跟我一樣怪
所以常常犯賤半夜看鬼片 然後再自己嚇自己
進入正題
我有個朋友最近一直拉我跟他去看咒
其實一開始我也躍躍欲試
但是上來爬一下文後發現 好多人都說超級可怕
副作用諸如連續五天睡覺點燈、不敢一個人洗澡…
甚至還有人說電影的運鏡很晃 看得頭很暈
（本人超怕頭暈 很怕看到一半就跑出去吐了
害得原本的自信心都縮回去 
但又不想錯過能在電影院看經典恐怖片的機會
那像我這樣的人該去看咒嗎 還是有同樣的人能分享

ps他明天就要去看了，我只剩一個晚上的考慮時間…"|2022-04-09T17:03:07.492Z|2022-04-09T17:03:07.492Z|80|77|電影|中國醫藥大學|M|False|False|[]|[]|
238570511|找電影 兩部|"兩部都是我國小時候在遊覽車上看的
劇情只記得一點

第一部是在講一個老人跟外國人好像是騎車旅行
老人好像很不喜歡那個外國人 忘記是什麼原因他們不得不騎車長途遠行 中途發起很多事情 藉此有培養到感情 記得劇情有一段是兩人住在旅館剛好遇上警察臨檢好像還被誤會有嫖妓 只記得這樣了

第二部記得的更少 
只記得男女主角好像是青梅竹馬之類的
結局還蠻感人的 
好像是男主背女主爬上一個地方 陪她看什麼東西

謝謝大家"|2022-04-09T16:56:30.150Z|2022-04-09T16:56:30.150Z|2|2|電影|東海大學|F|False|False|[]|[]|
238569555|尋找一部日本恐怖鬼片|第一次發文請見諒🥺想找一部日本鬼片 因為是我大概10幾年前看到的 所以只記得印象中的一個片段 就是一群小孩子在學校玩躲貓貓 結果玩到一半洪水來襲 那一群小孩就被洪水淹沒了 之後那些小孩的靈魂就留在了那間學校 當初會印象深刻是因為有個小孩躲在鐵櫃裡吧 結果大水來的時候那個面目掙扎的表情真的很可怕…希望能找到這部電影 因為已經好奇好久名字到底是什麼了 感謝各位🙏|2022-04-09T15:20:48.987Z|2022-04-09T15:20:48.987Z|9|23|電影|國立澎湖科技大學|F|False|False|[]|[]|
238567525|頭等艙影廳+飯店級私廚|"天阿～～～～～～～～
是我一直很想去的 MUCROWN，現在竟然有做活動 > <

前情：之前最喜歡的影廳是 in 89，因為座位很舒服還可以躺者，但自從看了 ELLE 介紹就覺得人生一定要去一次 MUCROWN 啊！
好康到相報（反正我已經不是首購了嗚嗚
https://pinkoi.io/URtC"|2022-04-09T11:15:41.404Z|2022-04-09T11:15:41.404Z|0|1|電影|國立政治大學|F|False|False|[]|[]|
238567203|#大雷 #頭七 家人有什麼事坐下好好說|"適逢清明節，頭七搭上了時間上映
剛好放假決定去影廳欣賞一番
以下是我的觀後感想，
怕暴雷的可以看完之後再來閱讀!
https://i.imgur.com/cyDx8Wl.png
春華因為未婚懷孕導致他與爸爸有所衝突
他為了生下小孩只好逃離這個家
原本以為能和女兒一起相依為命度過一生
可惜曾經疼愛她的爺爺過世
讓他逼不得已只好回頭去見最後一面
悲劇也就在這開始發生

叔公一開始親切的接待他們到來
和家人相比
這個熟悉的陌生人態度好上許多
那個陌生人曾經也是這個家的一份子
可是被爺爺無情地拒絕往來
春華則是被爺爺疼愛的那方
雖然大家常說「家人有什麼事坐下好好說」
但李家連討論的機會都不給

從一開始打電話給春華就在叔公的計畫當中
因為爺爺對於春華來說是最重要的
家中的爸、媽、姐跟姊夫其實已經被殺害
當沁萱疑問為什麼家中都沒有人
是因為叔公會控靈讓大家該出現的時候出現
再藉由法師從旁協助
讓春華不會產生疑心
一開始全家拼命想趕他走
看起來像這個家沒有了溫暖
其實是因為被下了咒語不能說出事實
春華跟女兒原本被嚇得準備離開
結果叔公說了媽媽的故事和他想送最後一程
其實是想誘騙他們再次回去
當姊姊跟自己跟丈夫說「我們家的事關你屁事」
對於丈夫來說很合理
跟附身在姊夫的叔公也剛好適用

最後的人鬼大戰雖然有點錯愕
但看到壞人法師跟叔公受到制裁就覺得很爽
剛好是第七天爺爺終於回到家中保護春華
倒車鏡頭跟後視鏡表現鬼影真的超恐怖
雖然很遺憾地只剩沁萱還活著
藉由兩個畫面切換似乎是媽媽把腎臟移植給他
最後的邪笑應該是在叔公掩飾自己的職業時
下咒語到他的身上繼續控制李家親生骨肉
留下了一個伏筆
4/10補充: B8 導演說腎臟是叔公的

很可惜這部電影在鋪陳恐怖氣氛太過冗長
一開始超商大夜班占比太長
想要訴說的內容也只是媽媽為了女兒拚命工作
而音效的配置滿到位的，看的時候會跟著感到緊張
想被嚇的人很適合
selina演技很強，那種憔悴的感覺好心疼
納豆從納豆本人變成刻薄的壞蛋真的反差好大
那種變態的感覺不寒而慄
吳以涵無助的神情演得很好，最後的邪笑想到還是會怕

#其他小細節分享
1.泡水的紙紮人、家人的小罐子
代表家人已經被殺害，藉由這個儀式讓他們復活
2.攝影場景
這部的攝影真的滿強的，光影跟構圖真的超美
在老宅的運鏡真的流暢，還剛好把祖先遺像拍進去
3.超商的冰箱門有一個走
他的家人靈魂雖然被叔公控制，但還是盡力提示
4.李家的神祖牌、家庭合照
牌上李字被紅色淹沒，照片碎裂都暗示這個家早已解散
5.跪拜坐墊
一開始有八片，但到了頭七只剩四片
6.家人服裝一樣
大家都穿一樣代表不是活人了"|2022-04-09T10:30:26.181Z|2022-04-11T02:29:32.890Z|14|19|電影|小辰|M|True|False|[{'id': 'd595fde1-ac7c-4076-bd69-5299df4b60d4', 'url': 'https://i.imgur.com/cyDx8Wll.jpg', 'normalizedUrl': 'https://i.imgur.com/cyDx8Wll.jpg', 'thumbnail': 'https://i.imgur.com/cyDx8Wll.jpg', 'type': 'image/thumbnail', 'tags': ['ANNOTATED'], 'createdAt': '2022-04-09T10:30:26.181Z', 'updatedAt': '2022-04-11T02:29:32.890Z', 'width': 283, 'height': 400, 'croppingWindow': {'anchorX': 0, 'anchorY': 56, 'width': 283, 'height': 169}}, {'id': 'd595fde1-ac7c-4076-bd69-5299df4b60d4', 'url': 'https://i.imgur.com/cyDx8Wl.png', 'normalizedUrl': 'https://imgur.com/cyDx8Wl', 'thumbnail': 'https://i.imgur.com/cyDx8Wll.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-04-09T10:30:26.181Z', 'updatedAt': '2022-04-11T02:29:32.890Z', 'width': 283, 'height': 400, 'croppingWindow': {'anchorX': 0, 'anchorY': 56, 'width': 283, 'height': 169}}]|[{'url': 'https://i.imgur.com/cyDx8Wl.png'}]|
